"","RecordID","Polaridade","word"
"441",82,1,"ganhe"
"442",82,1,"grammy"
"443",83,1,"musica"
"444",83,1,"complicado"
"445",83,1,"vitao"
"446",83,1,"senhorrr"
"447",83,1,"morrer"
"448",84,1,"completamente"
"449",84,1,"xoxa"
"450",84,1,"consegui"
"451",84,1,"comprar"
"452",84,1,"ingresso"
"453",84,1,"show"
"454",84,1,"amor"
"455",84,1,"amor"
"456",85,1,"practice"
"457",86,1,"envolver"
"458",86,1,"ouvi"
"459",86,1,"perfeita"
"460",86,1,"espanhol"
"461",86,1,"amor"
"462",86,1,"veneno"
"463",86,1,"xodo"
"464",86,1,"amor"
"465",87,1,"mandou"
"466",87,1,"mensagem"
"467",87,1,"pena"
"468",87,1,"bichinha"
"469",87,1,"queria"
"470",87,1,"abraco"
"471",87,1,"bebe"
"472",87,1,"amor"
"473",88,1,"lembrando"
"474",88,1,"enfartei"
"475",88,1,"retweetado"
"476",88,1,"tweet"
"477",88,1,"amor"
"478",88,1,"amor"
"479",89,1,"lancou"
"480",89,1,"envolver"
"481",89,1,"conquistou"
"482",89,1,"musica"
"483",89,1,"merito"
"484",89,1,"insistiu"
"485",89,1,"ideia"
"486",90,1,"cravo"
"487",90,1,"canela"
"488",90,1,"melhores"
"489",90,1,"musicas"
"490",91,1,"clipe"
"491",91,1,"musica"
"492",91,1,"estetica"
"493",92,1,"envolver"
"494",92,1,"historia"
"495",93,1,"envolver"
"496",93,1,"musica"
"497",94,1,"ansioso"
"498",94,1,"mamis"
"499",95,1,"savage"
"500",95,1,"fenty"
"501",95,1,"show"
"502",95,1,"superou"
"503",95,1,"volume"
"504",95,1,"unica"
"505",95,1,"show"
"506",95,1,"inclusive"
"507",95,1,"funk"
"508",95,1,"funk"
"509",95,1,"reproduzido"
"510",95,1,"brasil"
"511",96,1,"comprei"
"512",96,1,"rexona"
"513",96,1,"bang"
"514",96,1,"cheiro"
"515",96,1,"simplesmente"
"516",96,1,"perfeito"
"517",96,1,"apaixonada"
"518",97,1,"depp"
"519",97,1,"basica"
"520",97,1,"esforcou"
"521",97,1,"credo"
"522",97,1,"porem"
"523",97,1,"resto"
"524",97,1,"entregou"
"525",97,1,"inclusive"
"526",97,1,"gostosa"
"527",97,1,"orgulho"
"528",97,1,"mulher"
"529",97,1,"savagexfenty"
"530",98,1,"viciado"
"531",98,1,"faking"
"532",98,1,"love"
"533",98,1,"acertou"
"534",98,1,"beat"
"535",99,1,"amor"
"536",99,1,"amor"
"537",100,1,"menina"
"538",100,1,"falando"
"539",100,1,"fracassada"
"540",100,1,"fracassada"
"541",100,1,"nivel"
"542",101,1,"amor"
"543",101,1,"meteu"
"544",101,1,"envolver"
"545",101,1,"savage"
"546",101,1,"fenty"
"547",102,1,"grava"
"548",102,1,"dou"
"549",102,1,"amor"
"550",102,1,"amor"
"551",103,1,"amor"
"552",104,1,"viciada"
"553",104,1,"gata"
"554",105,1,"amor"
"555",105,1,"cantando"
"556",105,1,"italiano"
"557",106,1,"acreditando"
"558",106,1,"front"
"559",106,1,"show"
"560",107,1,"nocao"
"561",107,1,"savagexfenty"
"562",107,1,"muitoooo"
"563",108,1,"amor"
"564",109,1,"chorando"
"565",109,1,"funk"
"566",109,1,"simplismente"
"567",109,1,"emocionante"
"568",110,1,"ouvindo"
"569",110,1,"relaxar"
"570",111,1,"simplesmente"
"571",111,1,"viralizou"
"572",111,1,"us"
"573",111,1,"machos"
"574",111,1,"heteros"
"575",111,1,"loucos"
"576",111,1,"comentarios"
"577",112,1,"mexe"
"578",112,1,"comigo"
"579",112,1,"explicar"
"580",112,1,"i'm"
"581",112,1,"voting"
"582",112,1,"favorite"
"583",112,1,"female"
"584",112,1,"latin"
"585",112,1,"artistas"
"586",112,1,"amas"
"587",113,1,"amor"
"588",114,1,"anitter"
"589",114,1,"feliz"
"590",114,1,"comprei"
"591",114,1,"ingresso"
"592",114,1,"carnaval"
"593",115,1,"espero"
"594",115,1,"ensaio"
"595",115,1,"role"
"596",115,1,"primas"
"597",116,1,"show"
"598",116,1,"ficar"
"599",116,1,"grade"
"600",116,1,"satisfeito"
"601",116,1,"sentir"
"602",116,1,"cheiro"
"603",116,1,"puzzy"
"604",116,1,"passar"
"605",116,1,"yag"
"606",117,1,"queria"
"607",117,1,"show"
"608",118,1,"lembrando"
"609",118,1,"cd"
"610",118,1,"compilado"
"611",118,1,"shows"
"612",118,1,"cantando"
"613",118,1,"melhores"
"614",118,1,"antigas"
"615",118,1,"amava"
"616",119,1,"saudades"
"617",119,1,"musicas"
"618",119,1,"portugues"
"619",120,1,"escutando"
"620",120,1,"acalmando"
"621",121,1,"preciso"
"622",121,1,"amigos"
"623",121,1,"curtam"
"624",121,1,"juntoooo"
"625",121,1,"ensaio"
"626",122,1,"ansioso"
"627",122,1,"ensaio"
"628",122,1,"bloco"
"629",123,1,"ansioso"
"630",123,1,"show"
"631",123,1,""
"632",124,1,"fenty"
"633",124,1,"entregou"
"634",124,1,"amor"
"635",124,1,"deus"
"636",125,1,"perfume"
"637",125,1,"intimo"
"638",125,1,"cheiroso"
"639",125,1,"passei"
"640",125,1,"pouquinho"
"641",125,1,"braco"
"642",125,1,"experimentar"
"643",125,1,"cheiro"
"644",125,1,"fixou"
"645",126,1,"queria"
"646",126,1,"rebolar"
"647",126,1,"mundo"
"648",126,1,"vermelho"
"649",126,1,"amor"
"650",127,1,"unica"
"651",127,1,"pessoa"
"652",127,1,"brasil"
"653",127,1,"reconhecido"
"654",128,1,"emociono"
"655",128,1,"conquistou"
"656",128,1,"conquista"
"657",128,1,"acreditar"
"658",128,1,"perseveranca"
"659",128,1,"vale"
"660",128,1,"pena"
"661",129,1,"orr"
"662",129,1,"ensaio"
"663",130,1,"bebendo"
"664",130,1,"vinho"
"665",130,1,"ouvindo"
"666",130,1,"antigas"
"667",130,1,"vibe"
"668",131,1,"lancar"
"669",131,1,"versao"
"670",131,1,"funk"
"671",131,1,"practice"
"672",131,1,"viciei"
"673",131,1,"causa"
"674",131,1,"desfile"
"675",132,1,"unica"
"676",132,1,"novela"
"677",132,1,"musica"
"678",132,1,"boys"
"679",132,1,"don't"
"680",132,1,"cry"
"681",133,1,"boys"
"682",133,1,"dont"
"683",133,1,"cry"
"684",133,1,"hitado"
"685",133,1,"tragedia"
"686",133,1,"carreira"
"687",133,1,"demaissss"
"688",133,1,"merecia"
"689",134,1,"grandona"
"690",134,1,"savage"
"691",134,1,"fenty"
"692",134,1,"topo"
"693",134,1,"topo"
"694",135,1,"unico"
"695",135,1,"orgulho"
"696",135,1,"brasil"
"697",135,1,"ultimos"
"698",135,1,"tempos"
"699",135,1,"ficar"
"700",135,1,"dinheiro"
"701",136,1,"viralizou"
"702",136,1,"atras"
"703",136,1,"make"
"704",136,1,"maquiador"
"705",136,1,"kim"
"706",136,1,"quis"
"707",136,1,"vida"
"708",136,1,"gostosa"
"709",136,1,"rosto"
"710",137,1,"maiara"
"711",137,1,"maraisa"
"712",137,1,"empolgado"
"713",137,1,"surfar"
"714",137,1,"acontecer"
"715",138,1,"lembrei"
"716",138,1,"escondida"
"717",138,1,"irma"
"718",138,1,"bloquinho"
"719",138,1,"simplesmente"
"720",138,1,"apareci"
"721",138,1,"instagram"
"722",139,1,"ouvindo"
"723",139,1,"melhores"
"724",139,1,"amor"
"725",139,1,"parabens"
"726",140,1,"baita"
"727",140,1,"destaque"
"728",140,1,"desfile"
"729",140,1,"rihanna"
"730",140,1,"pena"
"731",140,1,"edicao"
"732",140,1,"johnny"
"733",140,1,"depp"
"734",140,1,"boicotar"
"735",141,1,"apresentacao"
"736",141,1,"los"
"737",141,1,"canso"
"738",141,1,"verrr"
"739",142,1,"continuo"
"740",142,1,"entendendo"
"741",142,1,"grata"
"742",142,1,"desistido"
"743",143,1,"musicas"
"744",143,1,"antigas"
"745",143,1,"fodas"
"746",143,1,"vsf"
"747",144,1,"injusto"
"748",144,1,"redes"
"749",144,1,"sociais"
"750",144,1,"valorizar"
"751",145,1,"comprei"
"752",145,1,"puzzy"
"753",145,1,"by"
"754",146,1,"soubesse"
"755",146,1,"amor"
"756",146,1,"musicas"
"757",146,1,"antigas"
"758",147,1,"escutado"
"759",147,1,"practice"
"760",147,1,"muitoooo"
"761",147,1,"viciado"
"762",148,1,"set"
"763",148,1,"tribal"
"764",148,1,"voz"
"765",148,1,"senta"
"766",148,1,"senta"
"767",148,1,"senta"
"768",148,1,"amor"
"769",149,1,"diva"
"770",149,1,"assuntos"
"771",149,1,"comentados"
"772",150,1,"arrepiar"
"773",150,1,"video"
"774",150,1,"produzindo"
"775",150,1,"envolver"
"776",150,1,"estudio"
"777",150,1,"lenda"
"778",152,1,"queria"
"779",152,1,"dinheiro"
"780",152,1,"ensaio"
"781",153,1,"gosto"
"782",153,1,"gostando"
"783",153,1,"ativa"
"784",153,1,"envolva"
"785",153,1,"politica"
"786",153,1,"comeca"
"787",153,1,"falando"
"788",153,1,"noiada.obs"
"789",153,1,"falando"
"790",153,1,"politico"
"791",153,1,"firmeza"
"792",153,1,"sustentar"
"793",154,1,"sinto"
"794",154,1,"orgulho"
"795",154,1,"irma"
"796",154,1,"familia"
"797",154,1,"sentimento"
"798",154,1,"louco"
"799",154,1,"amor"
"800",155,1,"desmonta"
"801",155,1,"musica"
"802",156,1,"envolver"
"803",156,1,"levou"
"804",156,1,"lugares"
"805",156,1,"inimaginaveis"
"806",156,1,"emocionante"
"807",156,1,"conseguindo"
"808",156,1,"reconhecimento"
"809",156,1,"merece"
"810",156,1,"trouxe"
"811",156,1,"top"
"812",156,1,"global"
"813",156,1,"vmas"
"814",156,1,"parabens"
"815",156,1,"envolve"
"816",156,1,"amor"
"817",157,1,"queria"
"818",157,1,"viciado"
"819",157,1,"vencer"
"820",157,1,"vida"
"821",158,1,"casava"
"822",159,1,"viciado"
"823",159,1,"practice"
"824",160,1,"chocado"
"825",160,1,"indicados"
"826",160,1,"best"
"827",160,1,"new"
"828",160,1,"artistas"
"829",160,1,"comeco"
"830",160,1,"acreditar"
"831",160,1,"indicada"
"832",161,1,"incrivel"
"833",161,1,"lancou"
"834",161,1,"envolver"
"835",161,1,"maiores"
"836",161,1,"atos"
"837",161,1,"carreira"
"838",161,1,"girl"
"839",161,1,"rio"
"840",162,1,"cabeca"
"841",162,1,"ganhadores"
"842",162,1,"grammys"
"843",162,1,"aoty"
"844",162,1,"motomami"
"845",162,1,"soty"
"846",162,1,"alien"
"847",162,1,"superstar"
"848",162,1,"best"
"849",162,1,"new"
"850",163,1,"maiara"
"851",163,1,"maraisa"
"852",163,1,"deus"
"853",163,1,"vontade"
"854",163,1,"pronta"
"855",164,1,"maiara"
"856",164,1,"maraisa"
"857",164,1,"pessoa"
"858",164,1,"feliz"
"859",164,1,"mundo"
"860",165,1,"ensaio"
"861",166,1,"cantar"
"862",166,1,"musica"
"863",166,1,"copa"
"864",166,1,""
"865",167,1,"perfeita"
"866",167,1,"incrivel"
"867",168,1,"venceu"
"868",169,1,"downtown"
"869",170,1,"paro"
"870",170,1,"catando"
"871",170,1,"practice"
"872",170,1,"fenty"
"873",170,1,"show"
"874",171,1,"incredulo"
"875",171,1,"conseguir"
"876",171,1,"recife"
"877",171,1,"dinheiro"
"878",171,1,"show"
"879",171,1,"realizar"
"880",171,1,"sonho"
"881",171,1,"amor"
"882",171,1,"amor"
"883",171,1,"amor"
"884",172,1,"prepare"
"885",172,1,"recife"
"886",172,1,"ficar"
"887",172,1,"amor"
"888",172,1,"amor"
"889",172,1,"amor"
"890",172,1,"amor"
"891",172,1,"amor"
"892",172,1,"amor"
"893",172,1,"amor"
"894",172,1,"amor"
"895",173,1,"boys"
"896",173,1,"dont"
"897",173,1,"cry"
"898",173,1,"tocando"
"899",173,1,"lojas"
"900",173,1,"famosa"
"901",174,1,"academia"
"902",174,1,"tocando"
"903",174,1,"paraiso"
"904",175,1,"inventou"
"905",175,1,"reaggeton"
"906",176,1,"diva"
"907",177,1,"irmao"
"908",177,1,"cantor"
"909",177,1,"favorito"
"910",177,1,"respondeu"
"911",178,1,"prometeu"
"912",178,1,"entregou"
"913",178,1,"carreira"
"914",179,1,"historia"
"915",181,1,"amor"
"916",181,1,"falando"
"917",181,1,"jennie"
"918",181,1,"kim"
"919",181,1,"precisa"
"920",181,1,"ninguem"
"921",181,1,"sucesso"
"922",181,1,"supera"
"923",181,1,"amore"
"924",181,1,"tirar"
"925",181,1,"jennie"
"926",181,1,"tweets"
"927",181,1,"sobra"
"928",181,1,"obcecada"
"929",181,1,"entendo"
"930",181,1,"obcecada"
"931",181,1,"t.co"
"932",181,1,"lbhnnnlxu"
"933",182,1,"atrasado"
"934",182,1,"chegou"
"935",182,1,"entregou"
"936",182,1,"amor"
"937",182,1,"t.co"
"938",182,1,"yzxgudi"
"939",183,1,"mamae"
"940",184,-1,"ignorancia"
"941",184,-1,"bencao"
"942",184,-1,"queria"
"943",184,-1,"servia"
"944",184,-1,"vereador"
"945",184,-1,"deputado"
"946",185,1,"triste"
"947",185,1,"tempos"
"948",187,1,"find"
"949",187,1,"passar"
"950",187,1,"excluir"
"951",187,1,"beijo"
"952",188,1,"beijo"
"953",189,1,"discuti"
"954",189,1,"namorado"
"955",189,1,"politica"
"956",189,1,"beijos"
"957",190,1,"preguica"
"958",190,1,"beber"
"959",190,1,"agua"
"960",190,1,"ficar"
"961",190,1,"beijo"
"962",191,1,"amiga"
"963",191,1,"passar"
"964",191,1,"cobrar"
"965",191,1,"caninana"
"966",191,1,"portusista"
"967",191,1,"amiga"
"968",191,1,"oque"
"969",191,1,"ursurpadora"
"970",191,1,"papo"
"971",191,1,"amiga"
"972",191,1,"vier"
"973",191,1,"voltar"
"974",191,1,"amizade"
"975",191,1,"morreu"
"976",191,1,"agradecer"
"977",191,1,"bjs"
"978",191,1,"amor"
"979",192,1,"beijo"
"980",193,1,"sumico"
"981",193,1,"limpar"
"982",193,1,"imagem"
"983",193,1,"subcelebridade"
"984",193,1,"assumir"
"985",193,1,"posicao"
"986",193,1,"popstar"
"987",194,1,""
"988",194,1,"planetatlantida"
"989",194,1,"espero"
"990",194,1,"heim"
"991",194,1,"grupo_rbs"
"992",195,1,"conseguindo"
"993",195,1,"votar"
"994",195,1,"site"
"995",195,1,"pcas"
"996",195,1,"i'm"
"997",195,1,"voting"
"998",195,1,"thelatinartist"
"999",195,1,"pcas"
"1000",196,1,"ludmila"
"1001",196,1,"feliz"
"1002",196,1,"conquista"
"1003",196,1,"brasileiras"
"1004",196,1,"alcancando"
"1005",196,1,"lugares"
"1006",196,1,"falaram"
"1007",196,1,"impossivel"
"1008",196,1,"alcancar"
"1009",196,1,"prova"
"1010",196,1,"podemos"
"1011",196,1,"apoiar"
"1012",196,1,"raca"
"1013",197,1,"feira"
"1014",197,1,"musica"
"1015",197,1,"sza"
"1016",197,1,"rihanna"
"1017",197,1,"chloebailey"
"1018",197,1,"amor"
"1019",197,1,"anotando"
"1020",197,1,"esquecer"
"1021",198,-1,"amor"
"1022",198,-1,"show"
"1023",198,-1,"ludmila"
"1024",198,-1,"acredita"
"1025",198,-1,"amor"
"1026",198,-1,"pior"
"1027",198,-1,"gostei"
"1028",198,-1,"amor"
"1029",198,-1,"ranco"
"1030",198,-1,"amor"
"1031",198,-1,"soberba"
"1032",198,-1,"amor"
"1033",198,-1,"ludmila"
"1034",198,-1,"smp"
"1035",198,-1,"amei"
"1036",198,-1,"conquistar"
"1037",198,-1,"jogando"
"1038",198,-1,"sujo"
"1039",199,1,"beijo"
"1040",200,1,"desodorante"
"1041",200,1,"cheiroso"
"1042",201,1,"passei"
"1043",201,1,"inteiro"
"1044",201,1,"sono"
"1045",201,1,"cochilando"
"1046",201,1,"encostava"
"1047",201,1,"anoiteceu"
"1048",201,1,"passou"
"1049",201,1,"sono"
"1050",201,1,"tesao"
"1051",201,1,"chloe"
"1052",201,1,"luisa"
"1053",201,1,"sonza"
